start_station_name,end_station_name,trip_count
Columbus Dr at Exchange Pl,E 5 St & Cooper Sq,2
Columbus Dr at Exchange Pl,Essex Light Rail,687
Columbus Dr at Exchange Pl,Fairmount Ave,15
Columbus Dr at Exchange Pl,Glenwood Ave,9
Columbus Dr at Exchange Pl,Grand St,499
Columbus Dr at Exchange Pl,Grand St & 14 St,20
Columbus Dr at Exchange Pl,Grant Ave & MLK Dr,4
Columbus Dr at Exchange Pl,Great Jones St,2
Columbus Dr at Exchange Pl,Grove St PATH,502
Columbus Dr at Exchange Pl,Hamilton Park,366
Columbus Dr at Exchange Pl,Harborside,2411
Columbus Dr at Exchange Pl,Heights Elevator,13
Columbus Dr at Exchange Pl,Hilltop,68
Columbus Dr at Exchange Pl,Hoboken Ave at Monmouth St,134
Columbus Dr at Exchange Pl,Hoboken Terminal - Hudson St & Hudson Pl,105
Columbus Dr at Exchange Pl,Hoboken Terminal - River St & Hudson Pl,129
Columbus Dr at Exchange Pl,Hudson St & 4 St,140
Columbus Dr at Exchange Pl,JC Medical Center,220
Columbus Dr at Exchange Pl,Jackson Square,49
Columbus Dr at Exchange Pl,Jersey & 3rd,157
Columbus Dr at Exchange Pl,Jersey & 6th St,99
Columbus Dr at Exchange Pl,Journal Square,10
Columbus Dr at Exchange Pl,Lafayette Park,170
Columbus Dr at Exchange Pl,Lafayette St & Jersey St,1
Columbus Dr at Exchange Pl,Leonard Gordon Park,11
Columbus Dr at Exchange Pl,Liberty Light Rail,595
Columbus Dr at Exchange Pl,Liberty St & Broadway,1
Columbus Dr at Exchange Pl,Lincoln Park,13
Columbus Dr at Exchange Pl,Madison St & 1 St,61
Columbus Dr at Exchange Pl,Madison St & 10 St,14
Columbus Dr at Exchange Pl,Mama Johnson Field - 4 St & Jackson St,22
Columbus Dr at Exchange Pl,Manila & 1st,157
Columbus Dr at Exchange Pl,Marin Light Rail,1035
Columbus Dr at Exchange Pl,Marshall St & 2 St,28
Columbus Dr at Exchange Pl,McGinley Square,44
Columbus Dr at Exchange Pl,Monmouth and 6th,71
Columbus Dr at Exchange Pl,Montgomery St,96
Columbus Dr at Exchange Pl,Morris Canal,1491
Columbus Dr at Exchange Pl,Newark Ave,197
Columbus Dr at Exchange Pl,Newport PATH,692
Columbus Dr at Exchange Pl,Newport Pkwy,860
Columbus Dr at Exchange Pl,Oakland Ave,17
Columbus Dr at Exchange Pl,Paulus Hook,343
Columbus Dr at Exchange Pl,Pershing Field,17
Columbus Dr at Exchange Pl,Riverview Park,29
Columbus Dr at Exchange Pl,Sip Ave,12
Columbus Dr at Exchange Pl,South Waterfront Walkway - Sinatra Dr & 1 St,221
Columbus Dr at Exchange Pl,Southwest Park - Jackson St & Observer Hwy,38
Columbus Dr at Exchange Pl,Stevens - River Ter & 6 St,24
Columbus Dr at Exchange Pl,Union St,37
Columbus Dr at Exchange Pl,Van Vorst Park,158
Columbus Dr at Exchange Pl,Vesey St & Church St,2
Columbus Dr at Exchange Pl,Warren St,567
Columbus Dr at Exchange Pl,Washington St,619
Columbus Dr at Exchange Pl,Willow Ave & 12 St,20
Columbus Dr at Exchange Pl,York St & Marin Blvd,21
Columbus Drive,11 St & Washington St,37
Columbus Drive,12 St & Sinatra Dr N,48
Columbus Drive,14 St Ferry - 14 St & Shipyard Ln,60
Columbus Drive,4 St & Grand St,31
Columbus Drive,5 Corners Library,26
Columbus Drive,6 St & Grand St,5
Columbus Drive,7 St & Monroe St,18
Columbus Drive,8 St & Washington St,35
Columbus Drive,9 St HBLR - Jackson St & 8 St,18
Columbus Drive,Adams St & 11 St,5
Columbus Drive,Adams St & 2 St,25
Columbus Drive,Astor Place,28
Columbus Drive,Baldwin at Montgomery,96
Columbus Drive,Bergen Ave,39
Columbus Drive,Bergen Ave & Sip Ave,17
Columbus Drive,Bergen Ave & Stegman St,7
Columbus Drive,Bloomfield St & 15 St,27
Columbus Drive,Brunswick & 6th,97
Columbus Drive,Brunswick St,188
Columbus Drive,Christ Hospital,14
Columbus Drive,Church Sq Park - 5 St & Park Ave,18
Columbus Drive,City Hall,164
Columbus Drive,City Hall - Washington St & 1 St,82
Columbus Drive,Clinton St & 7 St,15
Columbus Drive,Clinton St & Newark St,90
Columbus Drive,Columbus Dr at Exchange Pl,274
Columbus Drive,Columbus Drive,1290
Columbus Drive,Columbus Park - Clinton St & 9 St,35
Columbus Drive,Communipaw & Berry Lane,26
Columbus Drive,Dey St,15
Columbus Drive,Dixon Mills,122
Columbus Drive,E 2 St & Avenue A,1
Columbus Drive,Essex Light Rail,188
Columbus Drive,Fairmount Ave,9
Columbus Drive,Glenwood Ave,14
Columbus Drive,Grand St,302
Columbus Drive,Grand St & 14 St,29
Columbus Drive,Grant Ave & MLK Dr,1
Columbus Drive,Grove St PATH,430
Columbus Drive,Hamilton Park,340
Columbus Drive,Harborside,272
Columbus Drive,Heights Elevator,7
Columbus Drive,Hilltop,108
Columbus Drive,Hoboken Ave at Monmouth St,92
Columbus Drive,Hoboken Terminal - Hudson St & Hudson Pl,128
Columbus Drive,Hoboken Terminal - River St & Hudson Pl,98
Columbus Drive,Hudson St & 4 St,65
Columbus Drive,JC Medical Center,158
Columbus Drive,Jackson Square,23
Columbus Drive,Jersey & 3rd,163
Columbus Drive,Jersey & 6th St,130
Columbus Drive,Journal Square,25
Columbus Drive,Lafayette Park,49
Columbus Drive,Leonard Gordon Park,9
Columbus Drive,Liberty Light Rail,158
Columbus Drive,Liberty St & Broadway,3
Columbus Drive,Lincoln Park,25
Columbus Drive,Madison St & 1 St,38
Columbus Drive,Madison St & 10 St,5
Columbus Drive,Mama Johnson Field - 4 St & Jackson St,12
Columbus Drive,Manila & 1st,63
Columbus Drive,Marin Light Rail,711
Columbus Drive,Marshall St & 2 St,35
Columbus Drive,McGinley Square,53
Columbus Drive,Monmouth and 6th,167
Columbus Drive,Montgomery St,188
Columbus Drive,Morris Canal,289
Columbus Drive,Newark Ave,246
Columbus Drive,Newport PATH,792
Columbus Drive,Newport Pkwy,674
Columbus Drive,Oakland Ave,17
Columbus Drive,Paulus Hook,251
Columbus Drive,Pershing Field,25
Columbus Drive,Riverview Park,54
Columbus Drive,Sip Ave,8
Columbus Drive,South Waterfront Walkway - Sinatra Dr & 1 St,150
Columbus Drive,Southwest Park - Jackson St & Observer Hwy,46
Columbus Drive,Stevens - River Ter & 6 St,28
Columbus Drive,Union St,16
Columbus Drive,Van Vorst Park,340
Columbus Drive,Vesey Pl & River Terrace,2
Columbus Drive,Warren St,592
Columbus Drive,Washington St,520
Columbus Drive,Willow Ave & 12 St,21
Columbus Drive,York St & Marin Blvd,17
Columbus Park - Clinton St & 9 St,11 St & Washington St,222
Columbus Park - Clinton St & 9 St,12 Ave & W 40 St,1
Columbus Park - Clinton St & 9 St,12 St & Sinatra Dr N,264
Columbus Park - Clinton St & 9 St,14 St Ferry - 14 St & Shipyard Ln,427
Columbus Park - Clinton St & 9 St,4 St & Grand St,318
Columbus Park - Clinton St & 9 St,5 Corners Library,3
Columbus Park - Clinton St & 9 St,6 Ave & W 33 St,1
Columbus Park - Clinton St & 9 St,6 Ave & W 34 St,1
Columbus Park - Clinton St & 9 St,6 St & Grand St,187
Columbus Park - Clinton St & 9 St,7 St & Monroe St,163
Columbus Park - Clinton St & 9 St,8 St & Washington St,286
Columbus Park - Clinton St & 9 St,9 St HBLR - Jackson St & 8 St,316
Columbus Park - Clinton St & 9 St,Adams St & 11 St,73
Columbus Park - Clinton St & 9 St,Adams St & 2 St,567
Columbus Park - Clinton St & 9 St,Astor Place,1
Columbus Park - Clinton St & 9 St,Baldwin at Montgomery,5
Columbus Park - Clinton St & 9 St,Bergen Ave & Sip Ave,2
Columbus Park - Clinton St & 9 St,Bloomfield St & 15 St,249
Columbus Park - Clinton St & 9 St,Broadway & W 155 St,1
Columbus Park - Clinton St & 9 St,Brunswick & 6th,18
Columbus Park - Clinton St & 9 St,Brunswick St,8
Columbus Park - Clinton St & 9 St,Christ Hospital,8
Columbus Park - Clinton St & 9 St,Church Sq Park - 5 St & Park Ave,326
Columbus Park - Clinton St & 9 St,City Hall,10
Columbus Park - Clinton St & 9 St,City Hall - Washington St & 1 St,1223
Columbus Park - Clinton St & 9 St,Clinton St & 7 St,251
Columbus Park - Clinton St & 9 St,Clinton St & Newark St,433
Columbus Park - Clinton St & 9 St,Columbus Dr at Exchange Pl,14
Columbus Park - Clinton St & 9 St,Columbus Drive,15
Columbus Park - Clinton St & 9 St,Columbus Park - Clinton St & 9 St,851
Columbus Park - Clinton St & 9 St,Dey St,1
Columbus Park - Clinton St & 9 St,Dixon Mills,3
Columbus Park - Clinton St & 9 St,Essex Light Rail,7
Columbus Park - Clinton St & 9 St,Fairmount Ave,11
Columbus Park - Clinton St & 9 St,Grand St,14
Columbus Park - Clinton St & 9 St,Grand St & 14 St,281
Columbus Park - Clinton St & 9 St,Grove St PATH,22
Columbus Park - Clinton St & 9 St,Hamilton Park,44
Columbus Park - Clinton St & 9 St,Harborside,55
Columbus Park - Clinton St & 9 St,Heights Elevator,40
Columbus Park - Clinton St & 9 St,Hilltop,9
Columbus Park - Clinton St & 9 St,Hoboken Ave at Monmouth St,140
Columbus Park - Clinton St & 9 St,Hoboken Terminal - Hudson St & Hudson Pl,976
Columbus Park - Clinton St & 9 St,Hoboken Terminal - River St & Hudson Pl,1021
Columbus Park - Clinton St & 9 St,Hudson St & 4 St,427
Columbus Park - Clinton St & 9 St,JC Medical Center,8
Columbus Park - Clinton St & 9 St,Jackson Square,1
Columbus Park - Clinton St & 9 St,Jersey & 3rd,7
Columbus Park - Clinton St & 9 St,Jersey & 6th St,9
Columbus Park - Clinton St & 9 St,Journal Square,6
Columbus Park - Clinton St & 9 St,Lafayette Park,2
Columbus Park - Clinton St & 9 St,Leonard Gordon Park,7
Columbus Park - Clinton St & 9 St,Liberty Light Rail,9
Columbus Park - Clinton St & 9 St,Madison St & 1 St,295
Columbus Park - Clinton St & 9 St,Madison St & 10 St,148
Columbus Park - Clinton St & 9 St,Mama Johnson Field - 4 St & Jackson St,165
Columbus Park - Clinton St & 9 St,Manila & 1st,37
Columbus Park - Clinton St & 9 St,Marin Light Rail,26
Columbus Park - Clinton St & 9 St,Marshall St & 2 St,154
Columbus Park - Clinton St & 9 St,McGinley Square,5
Columbus Park - Clinton St & 9 St,Monmouth and 6th,6
Columbus Park - Clinton St & 9 St,Morris Canal,4
Columbus Park - Clinton St & 9 St,Newark Ave,20
Columbus Park - Clinton St & 9 St,Newport PATH,48
Columbus Park - Clinton St & 9 St,Newport Pkwy,64
Columbus Park - Clinton St & 9 St,Oakland Ave,13
Columbus Park - Clinton St & 9 St,Paulus Hook,3
Columbus Park - Clinton St & 9 St,Pershing Field,25
Columbus Park - Clinton St & 9 St,Riverview Park,47
Columbus Park - Clinton St & 9 St,Sip Ave,1
Columbus Park - Clinton St & 9 St,South Waterfront Walkway - Sinatra Dr & 1 St,739
Columbus Park - Clinton St & 9 St,Southwest Park - Jackson St & Observer Hwy,171
Columbus Park - Clinton St & 9 St,Stevens - River Ter & 6 St,189
Columbus Park - Clinton St & 9 St,Van Vorst Park,13
Columbus Park - Clinton St & 9 St,W 22 St & 10 Ave,1
Columbus Park - Clinton St & 9 St,W 34 St & 11 Ave,2
Columbus Park - Clinton St & 9 St,Warren St,34
Columbus Park - Clinton St & 9 St,Washington St,33
Columbus Park - Clinton St & 9 St,Willow Ave & 12 St,180
Columbus Park - Clinton St & 9 St,York St & Marin Blvd,2
Communipaw & Berry Lane,11 St & Washington St,12
Communipaw & Berry Lane,12 St & Sinatra Dr N,1
Communipaw & Berry Lane,14 St Ferry - 14 St & Shipyard Ln,2
Communipaw & Berry Lane,4 St & Grand St,2
Communipaw & Berry Lane,5 Corners Library,9
Communipaw & Berry Lane,6 St & Grand St,1
Communipaw & Berry Lane,7 St & Monroe St,4
Communipaw & Berry Lane,8 St & Washington St,5
Communipaw & Berry Lane,9 St HBLR - Jackson St & 8 St,1
Communipaw & Berry Lane,Astor Place,51
Communipaw & Berry Lane,Baldwin at Montgomery,32
Communipaw & Berry Lane,Bergen Ave,70
Communipaw & Berry Lane,Bergen Ave & Sip Ave,65
Communipaw & Berry Lane,Bergen Ave & Stegman St,26
Communipaw & Berry Lane,Bloomfield St & 15 St,1
Communipaw & Berry Lane,Brunswick & 6th,7
Communipaw & Berry Lane,Brunswick St,35
Communipaw & Berry Lane,Central Park North & Adam Clayton Powell Blvd,1
Communipaw & Berry Lane,Christ Hospital,18
Communipaw & Berry Lane,Church Sq Park - 5 St & Park Ave,11
Communipaw & Berry Lane,City Hall,423
Communipaw & Berry Lane,City Hall - Washington St & 1 St,11
Communipaw & Berry Lane,Clinton St & 7 St,1
Communipaw & Berry Lane,Clinton St & Newark St,6
Communipaw & Berry Lane,Columbus Dr at Exchange Pl,128
Communipaw & Berry Lane,Columbus Drive,15
Communipaw & Berry Lane,Columbus Park - Clinton St & 9 St,1
Communipaw & Berry Lane,Communipaw & Berry Lane,389
Communipaw & Berry Lane,Dey St,26
Communipaw & Berry Lane,Dixon Mills,16
Communipaw & Berry Lane,Essex Light Rail,10
Communipaw & Berry Lane,Fairmount Ave,5
Communipaw & Berry Lane,Glenwood Ave,8
Communipaw & Berry Lane,Grand St,71
Communipaw & Berry Lane,Grand St & 14 St,7
Communipaw & Berry Lane,Grant Ave & MLK Dr,8
Communipaw & Berry Lane,Grove St PATH,738
Communipaw & Berry Lane,Hamilton Park,72
Communipaw & Berry Lane,Harborside,15
Communipaw & Berry Lane,Hilltop,66
Communipaw & Berry Lane,Hoboken Ave at Monmouth St,11
Communipaw & Berry Lane,Hoboken Terminal - Hudson St & Hudson Pl,8
Communipaw & Berry Lane,Hoboken Terminal - River St & Hudson Pl,17
Communipaw & Berry Lane,Hudson St & 4 St,10
Communipaw & Berry Lane,JC Medical Center,79
Communipaw & Berry Lane,Jackson Square,47
Communipaw & Berry Lane,Jersey & 3rd,17
Communipaw & Berry Lane,Jersey & 6th St,11
Communipaw & Berry Lane,Journal Square,21
Communipaw & Berry Lane,Lafayette Park,102
Communipaw & Berry Lane,Leonard Gordon Park,6
Communipaw & Berry Lane,Liberty Light Rail,132
Communipaw & Berry Lane,Lincoln Park,16
Communipaw & Berry Lane,Madison St & 1 St,1
Communipaw & Berry Lane,Mama Johnson Field - 4 St & Jackson St,3
Communipaw & Berry Lane,Manila & 1st,31
Communipaw & Berry Lane,Marin Light Rail,62
Communipaw & Berry Lane,Marshall St & 2 St,2
Communipaw & Berry Lane,McGinley Square,116
Communipaw & Berry Lane,Monmouth and 6th,17
Communipaw & Berry Lane,Montgomery St,30
Communipaw & Berry Lane,Morris Canal,10
Communipaw & Berry Lane,Newark Ave,51
Communipaw & Berry Lane,Newport PATH,27
Communipaw & Berry Lane,Newport Pkwy,11
Communipaw & Berry Lane,Oakland Ave,5
Communipaw & Berry Lane,Paulus Hook,86
Communipaw & Berry Lane,Pershing Field,4
Communipaw & Berry Lane,Riverview Park,7
Communipaw & Berry Lane,Sip Ave,56
Communipaw & Berry Lane,South Waterfront Walkway - Sinatra Dr & 1 St,17
Communipaw & Berry Lane,Southwest Park - Jackson St & Observer Hwy,3
Communipaw & Berry Lane,Stevens - River Ter & 6 St,1
Communipaw & Berry Lane,Union St,22
Communipaw & Berry Lane,Van Vorst Park,51
Communipaw & Berry Lane,Warren St,16
Communipaw & Berry Lane,Washington St,27
Communipaw & Berry Lane,Willow Ave & 12 St,3
Communipaw & Berry Lane,York St & Marin Blvd,2
Dey St,11 St & Washington St,7
Dey St,14 St Ferry - 14 St & Shipyard Ln,3
Dey St,4 St & Grand St,2
Dey St,5 Corners Library,70
Dey St,6 St & Grand St,2
Dey St,8 St & Washington St,11
Dey St,9 St HBLR - Jackson St & 8 St,1
Dey St,Adams St & 11 St,1
Dey St,Adams St & 2 St,1
Dey St,Amsterdam Ave & W 82 St,1
Dey St,Astor Place,10
Dey St,Baldwin at Montgomery,7
Dey St,Barrow St & Hudson St,2
Dey St,Bergen Ave,16
Dey St,Bergen Ave & Sip Ave,73
Dey St,Bergen Ave & Stegman St,3
Dey St,Brunswick & 6th,38
Dey St,Brunswick St,17
Dey St,Christ Hospital,63
Dey St,Church Sq Park - 5 St & Park Ave,2
Dey St,City Hall,7
Dey St,City Hall - Washington St & 1 St,21
Dey St,Clinton St & 7 St,1
Dey St,Clinton St & Newark St,2
Dey St,Columbus Dr at Exchange Pl,20
Dey St,Columbus Drive,28
Dey St,Communipaw & Berry Lane,5
Dey St,Dey St,197
Dey St,Dixon Mills,7
Dey St,Fairmount Ave,16
Dey St,Glenwood Ave,15
Dey St,Grand St,9
Dey St,Grant Ave & MLK Dr,7
Dey St,Greenwich St & W Houston St,3
Dey St,Grove St PATH,18
Dey St,Hamilton Park,17
Dey St,Harborside,6
Dey St,Heights Elevator,7
Dey St,Hilltop,34
Dey St,Hoboken Ave at Monmouth St,5
Dey St,Hoboken Terminal - Hudson St & Hudson Pl,9
Dey St,Hoboken Terminal - River St & Hudson Pl,14
Dey St,Hudson St & 4 St,5
Dey St,JC Medical Center,1
Dey St,Jackson Square,8
Dey St,Jersey & 3rd,13
Dey St,Jersey & 6th St,3
Dey St,Journal Square,810
Dey St,King St & Varick St,1
Dey St,Lafayette Park,49
Dey St,Leonard Gordon Park,25
Dey St,Liberty Light Rail,14
Dey St,Lincoln Park,24
Dey St,Madison St & 1 St,1
Dey St,Manila & 1st,30
Dey St,Marin Light Rail,4
Dey St,Marshall St & 2 St,1
Dey St,McGinley Square,75
Dey St,Monmouth and 6th,9
Dey St,Montgomery St,11
Dey St,Morris Canal,3
Dey St,Morton St & Washington St,1
Dey St,Newark Ave,37
Dey St,Newport PATH,20
Dey St,Newport Pkwy,16
Dey St,Oakland Ave,26
Dey St,Paulus Hook,4
Dey St,Pershing Field,64
Dey St,Riverview Park,9
Dey St,Sip Ave,76
Dey St,South Waterfront Walkway - Sinatra Dr & 1 St,10
Dey St,Southwest Park - Jackson St & Observer Hwy,4
Dey St,Spring St & Hudson St,3
Dey St,Stevens - River Ter & 6 St,43
Dey St,Union St,12
Dey St,Van Vorst Park,9
Dey St,Warren St,17
Dey St,Washington St,17
Dixon Mills,11 St & Washington St,7
Dixon Mills,12 St & Sinatra Dr N,1
Dixon Mills,14 St Ferry - 14 St & Shipyard Ln,3
Dixon Mills,4 St & Grand St,4
Dixon Mills,5 Corners Library,13
Dixon Mills,6 St & Grand St,3
Dixon Mills,7 St & Monroe St,4
Dixon Mills,8 St & Washington St,20
Dixon Mills,9 St HBLR - Jackson St & 8 St,3
Dixon Mills,Adams St & 11 St,2
Dixon Mills,Adams St & 2 St,11
Dixon Mills,Astor Place,72
Dixon Mills,Baldwin at Montgomery,140
Dixon Mills,Bergen Ave,41
Dixon Mills,Bergen Ave & Sip Ave,15
Dixon Mills,Bergen Ave & Stegman St,3
Dixon Mills,Bloomfield St & 15 St,8
Dixon Mills,Brunswick & 6th,49
Dixon Mills,Brunswick St,68
Dixon Mills,Christ Hospital,57
Dixon Mills,Church Sq Park - 5 St & Park Ave,23
Dixon Mills,City Hall,167
Dixon Mills,City Hall - Washington St & 1 St,30
Dixon Mills,Clinton St & 7 St,7
Dixon Mills,Clinton St & Newark St,17
Dixon Mills,Columbus Dr at Exchange Pl,243
Dixon Mills,Columbus Drive,102
Dixon Mills,Columbus Park - Clinton St & 9 St,7
Dixon Mills,Communipaw & Berry Lane,37
Dixon Mills,Dey St,9
Dixon Mills,Dixon Mills,372
Dixon Mills,Essex Light Rail,32
Dixon Mills,Fairmount Ave,39
Dixon Mills,Glenwood Ave,64
Dixon Mills,Grand St,115
Dixon Mills,Grand St & 14 St,8
Dixon Mills,Grant Ave & MLK Dr,1
Dixon Mills,Grove St PATH,2553
Dixon Mills,Hamilton Park,113
Dixon Mills,Harborside,115
Dixon Mills,Heights Elevator,9
Dixon Mills,Hilltop,32
Dixon Mills,Hoboken Ave at Monmouth St,61
Dixon Mills,Hoboken Terminal - Hudson St & Hudson Pl,95
Dixon Mills,Hoboken Terminal - River St & Hudson Pl,33
Dixon Mills,Hudson St & 4 St,12
Dixon Mills,JC Medical Center,88
Dixon Mills,Jackson Square,11
Dixon Mills,Jersey & 3rd,102
Dixon Mills,Jersey & 6th St,22
Dixon Mills,Journal Square,5
Dixon Mills,Lafayette Park,56
Dixon Mills,Leonard Gordon Park,26
Dixon Mills,Liberty Light Rail,60
Dixon Mills,Lincoln Park,36
Dixon Mills,Madison St & 1 St,10
Dixon Mills,Madison St & 10 St,9
Dixon Mills,Mama Johnson Field - 4 St & Jackson St,12
Dixon Mills,Manila & 1st,69
Dixon Mills,Marin Light Rail,154
Dixon Mills,Marshall St & 2 St,18
Dixon Mills,McGinley Square,101
Dixon Mills,Monmouth and 6th,68
Dixon Mills,Montgomery St,65
Dixon Mills,Morris Canal,68
Dixon Mills,Newark Ave,81
Dixon Mills,Newport PATH,75
Dixon Mills,Newport Pkwy,69
Dixon Mills,Oakland Ave,13
Dixon Mills,Paulus Hook,88
Dixon Mills,Pershing Field,26
Dixon Mills,Riverview Park,13
Dixon Mills,Sip Ave,6
Dixon Mills,South Waterfront Walkway - Sinatra Dr & 1 St,9
Dixon Mills,Southwest Park - Jackson St & Observer Hwy,45
Dixon Mills,Stevens - River Ter & 6 St,5
Dixon Mills,Union St,13
Dixon Mills,Van Vorst Park,79
Dixon Mills,Warren St,83
Dixon Mills,Washington St,72
Dixon Mills,Willow Ave & 12 St,12
Dixon Mills,York St & Marin Blvd,8
Essex Light Rail,11 St & Washington St,8
Essex Light Rail,12 St & Sinatra Dr N,16
Essex Light Rail,14 St Ferry - 14 St & Shipyard Ln,9
Essex Light Rail,4 St & Grand St,12
Essex Light Rail,5 Corners Library,8
